document	title	document_count	title_count
كشف تقرير صادر عن مؤسسة كوليرز إنترناشيونال المتخصصة فى الشئون العقارية، عن ارتفاع أعداد الزوار الخليجيين الباحثين عن الترفيه فى مصر نظرا لانخفاض قيمة الجنيه. وتتمتع العقارات المتوسطة ذات العلامات التجارية العالمية بتكاليف تشغيل منخفضة وقدرة أكبر على البقاء فى الوجهات السياحية الأكثر حساسية للسعر، وستتمكن الفنادق المطلة على الشاطئ من فرض أسعار أعلى من نظيرتها البعيدة عن الشاطئ. وكشف عن توقعات إيجابية لقطاع الفندقة فى السوق المصرى من خلال رصد لتطورات أداء القطاع فى 4 مدن سياحية كبرى هى القاهرة وشرم الشيخ والغردقة والإسكندرية، وتوقع التقرير نمو المعروض من الغرف الفندقة ليصل إلى أكثر من 62.3 ألف غرفة فندقية فى المدن الأربع بحلول عام 2018، وذلك مقابل 58.1 ألف غرفة فندقية بنهاية الربع الثالث من 2016، بنمو تتجاوز نسبته URL وكانت دراسة استقصائية حديثة أجرتها شركة 'ليبسى' قد صنفت 'كوليرز إنترناشيونال' فى المرتبة الثانية بين أهم شركات العقارات التجارية فى العالم، وعلى مستوى الشرق الأوسط وشمال إفريقيا، قدمت 'كوليرز إنترناشيونال' خدمات استشارية رائدة عبر مكاتبها الإقليمية منذ العام 1996.	كوليرز إنترناشيونال: انخفاض قيمة الجنيه يساهم فى زيادة عدد الزوار الخليجيين لمصر	160	12
تعد الأسواق إحدى أهم المكونات الحضارية للمدن التاريخية اليمنية وضمن مكوناتها ولا تخرج أبدا عن أسوارها والزائر للمدن التاريخية اليمنية سواء كانت تلك المدرجة ضمن قائمة التراث العالمي زبيد وصنعاء وشبام حضرموت أو حتى تلك المدن العشر التي لا زالت في قائمة الانتظار لدى منظمة اليونسكو لإدراجها ضمن قائمة أو تلك التي لم يلتفت لها وهي كثيرة وتمتد بامتداد الأرضي اليمنية معظمها لديها أسواقا ضمن مكوناتها بل وكانت لهذه الأسواق مكانة تجارية وضمن حركة التجارة التي ترتبط باليمن بشكل كامل وتتعداه لدول أخرى على طريق التجارة الذي كان معروفا بطريق الحرير, وكانت تلك الأسواق في معظمها منتجة تصدر إلى أسواق أخرى خارج اليمن, وكانت بعض الأسواق في المدن التاريخية تشتهر بصنوف حرفية أو صناعية معينة, فمثلا في مجال المشغولات الحرفية كانت الدورة كاملة بداياتها ونهايتها في هذه الأسواق, ففي البادية يتم استخراج الخيوط من جلود الأغنام والماعز وتباع في الأسواق التي بدورها تعمل من هذه الخيوط ملبوسات ومفروشات ومنسوجات مختلفة, كل بحسب عادات وتقاليد البيئة التي يعيش فيها, فكما هو معروف أن المشغولات اليدوية من أزياء وحرف تختلف من منطقة إلى أخرى, وهذا ما يفسر تنوع واختلاف الأزياء والحرف اليمنية, الأمر الذي خلف لنا كل هذا الثراء قي مجال الحرف والمشغولات اليدوية ولكن ما يؤسف له أن الأسواق الشعبية لم تعد بتلك الأهمية والترابط بالمكان الذي شهد ميلادها الأول وجمعها تاريخ مشترك امتد لعصور سالفة فمعظم المدن التاريخية هجرتها الأسواق وتركتها باحثة عن أماكن أخرى قد لا تكون بعيدة عنها ولكن خارجها وهنا تؤكد الهيئة العامة للمحافظة على المدن التاريخية أن الأسواق كانت إحدى أهم المكونات الحفاظية للمدن التاريخية وبقائها ضمن النطاق الجغرافي للمدن يساعد على استمرارية وديمومة هذه URL أفضل حالاوهنا تؤكد الهيئة بأن إعادة تفعيل وتأهيل هذه الأسواق مهم جدا في عملية الحفاظ على المدن التاريخية كونه أحد مكونات دورتها URL تكون مدينة صنعاء القديمة أحسن حالا بفضل استمرار هذا الترابط بينها وبين سوقها القديم المشهور بسوق الملح والذي يشغل مساحة كبيرة ضمن النطاق التاريخي للمدينة والجميل في هذا السوق الكبير هو الترتيب والاختصاص فهو عبارة عن أسواق متعددة كل سوق يختص بمهنية أو منتجات معينة مثلا سوق المحدادة – سوق الجنابي – سوق المنقالة “للحبوب” – سوق المنجارة – سوق البهارات – سوق البز “الأقمشة” وغيرها من الأسواق التي يحتاج كل سوق ويستحق أن تكتب عنه كتب ومجلدات وزاد جمالا هذا السوق على جماله هي تلك السماسر والحانات التي كانت بمثابة الفنادق وبعضها اماكن للصناعات ومتاجر لأصحاب الحرف الأصيلة ووحدها سمسرة محمد بن القاسم التي تعرضت للدمار بفعل الإهمال الذي يتزايد باستمرار وأن كانت جدرانها الخارجية قائمة إلا أن داخلها مدمر ويدمر باستمرار. سوق الملح بصنعاء القديمة يعتبر المختصون والمعنيون ومنهم المهندس نبيل منصر أحد أهم الأسباب في الحفاظ على المدينة فلا يزال ينبض بالحياة وأعمال البيع والشراء وكان ولا يزال مقصدا للكثير من الزوار الذين يأتون إليه سواء تجارا أو مستهلكين سواء من صنعاء أو من المناطق المجاورة URL كبيرة أسفل المنازل التاريخيةإلا أن مشكلة بدأت ملامحها تنتشر في معظم أحياء وحارات صنعاء القديمة تمثل خطورة على هذه المدينة وهو سعي الكثير من الأهالي إلى إحداث فتحات كبيرة أسفل منازلهم “دكاكين ومحلات” مع أن المتعارف عليه أن الدكاكين والمحلات فقط في السوق الذي ليس ببعيد عنهم وقد حذر الكثير من المعنيين من خطورة هذا التصرف وعلى رأسهم المهندس جميل شمسان رئيس المكتب الفني بوزارة الثقافة ورئيس هيئة الحفاظ على المدن التاريخية سابقا من خطورة فتح مثل هذه الفتحات وآثارها المستقبلية المدمرة على أساسات منازل ومباني صنعاء URL كان سوق صنعاء القديمة لا يزال محافظا على علاقته بالمدينة فهناك مدن تاريخية أخرى كثيرة أصبحت أسواقها خاوية ودكاكينها مقفلة ومهدمة .زبيد خروج السوق مشكلةوعلى سبيل المثال لا الحصر زبيد الذي انتقل السوق إلى خارج أسوارها وساهم بهذا الانتقال في الحالة السيئة التي وصلت إليه هذه المدينة وتعالت الأصوات بضرورة إعادة السوق إلى سابق عهده وتم ترميم العديد من المحلات التي في معظمها أوقاف لهذا الغرض إلا أن شيئا لم يحدث لازال السوق خارج الأسوار ولا زال سوق مدينة زبيد خاويا باستثناء بعض الباعة الذين يفتحون محلاتهم لبعض ساعات ويغلقونها لعدم وجود حركة بيع وشراء ومعظم الدكاكين هجرها أصحابها باحثين عن مكان يوفر لهم الرزق فكان السوق الجديد أنسب الأماكن لهم”وهنا يقول المهندس المعماري والمتخصص في معمار المدن التاريخية لدى منظمة اليونسكو بالمركز الإقليمي بالبحرين “للمهندس كمال بيطار” أن إعادة السوق إلى ما كان عليه يعد أمرا بالغ الأهمية للإسهام في تحسين الظروف الحفاظية لمدينة زبيد. وهناك أسواق خرجت من المدن التاريخية تاركة وراءها خرابا وفراغا كبيرا امتد إلى الكثير من الأحياء والشوارع ومنها مدينة ذي السفال القديمة وإب القديمة والطويلة بالمحويت وغيرها. محمد حويس	الأسواق الشعبية .. شريان حياة المدن التاريخية	716	7
أطلقت تداول اليوم سوق الأسهم الموازي'نمو' ضمن خطط تطوير السوق المالية لتحقيق أهداف رؤية2030 مايزيد فرص التمويل ويعزز قدرات الشركات الاقتصادية بحسب ما أكد ماجد القصبي وزير التجارة والاستثمار. وأضاف القصبي أن 'نمو' من شأنه توفير الأدوات والفرص الاستثمارية المطورة والمتنوعة للمتعاملين بالسوق المالية وسيرفع من جاذبية القطاع أمام التدفقات الاستثمارية، كما يعزز الحوكمة واستمرارية المنشآت ويرفع انتشار العلامة التجارية وموثوقيتها ويعتبر رافدا تمويليا آخرا للمنشآت ويرفع معدل الشركات الناشئة، ويسهم في رفع مساهمة استثمارات صناديق الرأس المال الجريء والأسهم الخاصة، وتعزيز فرصة الشركات الصغيرة والمتوسطة التي لا تستطيع تحقيق متطلبات الإدراج في السوق الرئيسية.	«تداول» تطلق سوق الأسهم الموازي «نمو»	95	6
بلغ عدد السياح الوافدين مع نهاية نونبر الماضي، 915 ألفا و420 سائحا، ليسجلوا بذلك ارتفاعا بمعدل 8.6 في المئة مقارنة مع نهاية نونبر 2016، التي بلغ عدد الوافدين فيها 842 ألفا و919 سائحا. وتفيد الأرقام الصادرة عن المجلس الجهوي للسياحة لأكادير سوس ماسة، بأن السياح الوافدين من مختلف المدن المغربية احتلوا الصدارة بما مجموعه 339 ألفا و853 سائحا، مقابل 325 ألفا و766 سائحا في الشهور الإحدى عشرة الأولى من السنة الماضية، ليرتفع بذلك عدد السياح المغاربة الذين توافدوا على أكادير بمعدل 32ر4 في المائة.	URL سائح بمدينة أكادير	84	4
قال متحدث باسم وزارة البترول المصرية أن مصر تعمل حاليا على إنجاز ثلاثة اتفاقات كبرى للتنقيب عن النفط والغاز بقيمة إجمالية 9.2 مليار دولار. وذكر المتحدث إنه منذ نوفمبر 2013 أنجزت مصر 53 اتفاقا جديدا مع شركات عالمية للتنقيب عن النفط والغاز باستثمارات تصل إلى 2.9 مليار دولار مضيفا أنه يجري حاليا بحث ثلاثة اتفاقات أخرى بقيمة 9.2 مليار دولار.	مصر تدرس 3 اتفاقات للتنقيب عن النفط والغاز	60	8
قال وزير النفط الكويتي الشيخ أحمد العبد الله الصباح اليوم إنه يرى أن سعر 80 دولارا إلى 100 دولار للنفط سعر عادل وإنه لا يتوقع أن تضخ منظمة أوبك مزيدا من النفط في النصف الأول من عام 2011. وقال الشيخ أحمد للصحفيين خارج البرلمان الكويتي إنه لا يتوقع أن تعقد أوبك اجتماعا قبل الاجتماع القادم المزمع ما لم يحدث أمر استثنائي.	وزير النفط الكويتي: سعر 80-100 دولار للبرميل 'عادل'	61	8
عقوبات أصدرتها إدارة الرئيس الأمريكي دونالد ترامب، ضد مسئولين كوريين شماليين، من بينهم شخصيات مقربة للزعيم كيم جونج أون، في خطوة من شأنها إثارة استياء بيونج يانج، والتي تسعى نحو رفع العقوبات المفروضة عليها، بعدما تحقق من تقدم فى الآونة الأخيرة، سواء على مستوى العلاقات مع الولايات المتحدة، على خلفية القمة التي عقدها الرئيس الأمريكى دونالد ترامب مع نظيره الكورى الشمالي، بالإضافة إلى الطفرة الكبيرة فى العلاقة بين بيونج يانج وجارتها الجنوبية، والتي تمثل أحد أكبر حلفاء الولايات المتحدة فى القارة الآسيوية. ويبدو أن بيونج يانج، بدأت في اتخاذ تدبيرها، خاصة بعد إعلان العقوبات عليها، فخلال الفترة المقبلة، قد تسارع كوريا الشمالية إلى استخدام برنامج «غير معروف» لتحويل احتياطها الضخم من الفحم إلى غاز صناعي، الأمر الذي قد يساعد الدولة شبه المعزولة على تقليل اعتمادها على النفط الأجنبي، ومواجهة العقوبات التي تهدف إلى الحد من برنامجها النووي. وتعتمد بيونج يانج على «تخويز الفحم» لدعم اقتصادها ضد القيود التي فرضتها الأمم المتحدة على وارداتها النفطية، وفقا لمسؤولين وخبراء أجانب. وتخويز الفحم هو عملية كيميائية الهدف منها تحويل الكربون في الفحم إلى مركبات غازية قابلة للاشتعال. ونقلت صحيفة «وول ستريت جورنال» عن مصادرها أن كوريا الشمالية زادت من استخدامها لهذه العملية الكيمائية في السنوات الأخيرة، حيث تستخدمها بعض أكبر مصانع الأسمدة والصلب والإسمنت التي كانت تعتمد في السابق على النفط المستورد لتوليد الطاقة. ويقول خبراء إن تغويز الفحم سيغني جيش كوريا الشمالية أيضا عن الوقود المستورد. وقال الخبير في اقتصاد كوريا الشمالية بجامعة سيول الوطنية، بيتر وارد: «هذه حملة جديدة بدأت منذ عام 2016 لتوليد منتجات كيميائية من الفحم حتى يتمكنوا من مواجهة العقوبات، وربما يعتمدوا على هذه الخطة إلى الأبد إذا لزم الأمر».	كيف تستخدم خطط كوريا الشمالية «الفحم» للتحايل على عقوبات ترامب؟	262	10
أعلنت الشركة السعودية للصناعات الأساسية (سابك) اليوم الأربعاء أنها وقعت اتفاقية تقنية مع شركة (مونتيفايبر)، يتم بموجبها منح (سابك) وشركاتها ترخيصا عالميا لاستخدام تقنية الألياف الكربونية المطورة بواسطة شركة (مونتيفايبر). وسوف تستخدم (سابك) هذه التقنية بصفة مبدئية لإقامة مصنع جديد لإنتاج ألياف الكربون في المملكة العربية السعودية. ويجسد هذا المصنع دأب (سابك) على إضافة منتجات متخصصة ومبتكرة جديدة إلى حقيبة منتجاتها المتنوعة، ما يتيح للشركة تلبية الطلب المتزايد على ألياف الكربون والمواد المركبة في الأسواق سريعة النمو بديلا لوسائل النقل والطاقة والبنية التحتية. كما وقعت (سابك) و(مونتيفايبر) مذكرة تفاهم لدراسة جدوى إقامة مصنع جديد لإنتاج ألياف الكربون في إسبانيا؛ ليتكامل مع موقع شركة (مونتيفايبر) لإنتاج ألياف الإكريليك القائم حاليا، ما يتيح لشركة (سابك) تسريع تطوير منتجاتها، وتعزيز التعامل مع زبائنها والمستفيدين النهائيين. وعند اكتمال مشروع الألياف الكربونية، من المتوقع أن يمد الطلب المحلي بأكثر من (300) طن متري من ألياف الكربون المخصص للتطبيقات الصناعية وذلك لخدمة الأسواق المحلية الناشئة في منطقة الشرق الأوسط والأسواق العالمية. وتعليقا على التزام (سابك) دخول سوق ألياف الكربون، يقول السيد كوس فان هاسترين، نائب الرئيس التنفيذي للكيماويات المتخصصة في (سابك): 'إن مشروع ألياف الكربون سيكون حجر الأساس لإنشاء سلسلة من المواد الكربونية المركبة وفق معايير عالمية، وذات قيمة مضافة في المملكة العربية السعودية، وتعزيز عروض الشركة من المنتجات والخدمات المبتكرة لزبائنها في الأسواق الرئيسة. ونتطلع لتطوير العديد من التطبيقات الجديدة، وتعزيز قدراتنا التنافسية؛ لتوفير منتجات ألياف الكربون للتطبيقات الصناعية'. ويشمل المشروع إنشاء مركز جديد لتطوير ألياف الكربون وتطبيقات المواد البلاستيكيية المركبة في مركز (سابك) للتطبيقات البلاستيكية الجاري تشييده حاليا في وادي الرياض للتقنية التابع لجامعة الملك سعود. وتأتي إقامة مصنع إنتاج ألياف الكربون، ومركز تطوير منتجات ألياف الكربون، في إطار البرنامج الوطني لتطوير التجمعات الصناعية في المملكة العربية السعودية، لضمان تنمية وتنوع قطاع التصنيع محليا.	'سابك' توقع اتفاقا مع 'مونتيفايبر' لإقامة مصنع لإنتاج الكربون	280	9
أكد الخبير الاقتصادى الدكتور رشاد عبده رئيس المنتدى المصرى للدراسات الاقتصادية، أن طلب الحكومة تمويل جديد من صندوق النقد هو ذكاء كبير منها لاغتنام الفرصة، والمنحة التى سبق وعرضها الصندوق على الدول المتضررة من فيروس كورونا . و تستسلم مصر الدفعة الأولى بقيمة مليارى دولار من قرض صندوق النقد الدولى الجديد البالغ قيمته 5.2 مليار دولار خلال الأيام القليلة المقبلة على أن تتسلم بقية القرض على دفعتين بواقع 1.6 مليار دولار لكل دفعة خلال عام وهو القرض الثانى بعد الحصول على URL مليار دولار . أضاف رشاد عبده ل'اليوم السابع' أن الحكومة توجهت للصندوق،وهى لديها أريحية واحتياطى قوى يزيد على الأربعين مليار دولار بعد انفاق نحو 5.4 مليار دولار الفترة الماضية،نتيجة الأزمة، لافتا أن قرض الصندوق يكاد يكون بفائدة صفرية . وحول أهمية طلب القرض،أشار أن أهميته تكمن فى الحفاظ على مستويات النمو المناسبة لمصر فهى الدولة الوحيدة فى منطقتها بل وفى العالم التى ستحقق اعلى معدلات نمو بشهادة صندوق النقد الدولى والبنك الدولى وبلومبرج تتراوح من 2% إلى 4%، لافتا أن سبب هذا يرجع إلى قرارات الرئيس عبد الفتاح السيسى السريعة، للتعامل مع الأزمة والحفاظ على مستويات الانتاج فى القطاع الخاص، بدليل زيادة الصادرات،وفى القطاع العام وقطاع الاعمال العام الذى يعانى من عمالة زائدة، وبالتالى العمل بنصف الطاقة لم يؤثر على انتاج الشركات . واضاف رشاد عبده، أن مصر تحركت أفضل من امريكا فى التعامل مع الأزمة بدليل انخفاض النمو فى امريكا إلى معدلات غير مسبوقة وفى فرنسا وبريطانيا وغيرها وهو انكماش وليس نموا،وسيصل الانكماش بالسالب إلى نحو 12%، كما أن معدلات النمو انخفضت بشدة فى اوروبا،نتيجة توقف المصانع وهو ما دعى البنك الاوروبى لإعلان ضخ نحو تريليون يورو لتحفيز الدول الأوروبية . أشار أن أهمية القرض تكمن فى امتصاص الآثار السلبية لازمة كورونا دعم القطاعات الهشة كالسياحة والنقل والطيران والفنادق،ودعم الطبقات الفقيرة أيضا بالحفاظ على مستوى الأسعار ومستوى سعر العملة وبالتالى السيطرة على معدلات التضخم . ومن مزايا القرض أشار الدكتور رشاد عبده،انه يساهم فى دعم ميزان المدفوعات العاجلة،بحيث لا نستنزف الاحتياطى ومنح مرونة أكبر للحكومة فى التعامل مع القطاعات المتضررة .	رشاد عبده: طلب تمويل جديد من صندوق النقد ذكاء حكومى لدعم القطاعات الهشة	324	13
أعلنت شركة العبداللطيف للاستثمار الصناعي عن فوزها بعقد تصنيع و توريد وفرش المساجد والجوامع بالمملكة التابعة لوزارة الشئون الإسلامية والأوقاف والدعوة والإرشاد، وقد بلغت قيمة العقد 41,997,500 ريال سعودي ومدته ستة أشهر، وقد تم توقيع العقد يوم الخميس الماضي، وبحسب بيان الشركة على 'تداول'، فإنه من المتوقع أن ينعكس أثر تلك العقود على القوائم المالية للشركة و على مبيعاتها خلال فترة الربع الثالث من العام المالي 2015م.	«العبداللطيف» تفوز بعقد تصنيع وتوريد وفرش مساجد المملكة	67	8
وعلمت “الشروق” من مصادر مطلعة، أن وزارة المالية، أبرقت تعليمة إلى المراقبين الماليين عبر 48 ولاية، تحثهم فيها على ضرورة استكمال تسوية الوضعيات المالية العالقة لمستخدمي “الوظيفة العمومية”، على غرار وزارة التربية الوطنية، بسبب العدد الهائل لوضعيات الموظفين، خاصة بعدما تقرر تمديد العملية “استثناء” إلى غاية 20 جانفي 2017. وبالتالي فمديريات التربية ال50 ملزمة بتسديد من ديون مستخدميها، بدفع كافة مستحقاتهم المالية المتأخرة، لكي تصادق عليها وزارة المالية فيما بعد، ويخص الأمر الفئات التالية، الأساتذة الذين اشتغلوا خلال 2016 على “عقود”، الأساتذة الجدد الناجحين في مسابقة التوظيف الأخيرة بعنوان 2016، الأساتذة الذين استفادوا من الترقية والإدماج بشقيه سواء الذين نجحوا في “الامتحان المهني” أو الذين استفادوا من “الترقية الاختيارية” أي من خلال تسجيلهم على قوائم التأهيل، الأساتذة المصنفين سابقا ضمن ما يعرف “بالآيلين للزوال” الذين تمت ترقيتهم في إطار أحكام التعليمة الوزارية المشتركة 003، المؤرخة في 12 أكتوبر 2015، عقب استفادة 192 ألف معلم مدرسة ابتدائية وأستاذ تعليم أساسي من ترقيات إلى الرتب القاعدية وكذا المستحدثة “أستاذ رئيسي ومكون”، إضافة إلى ترقية 17 ألف مساعد تربوي إلى رتب عليا. فيما أضافت نفس المصادر أن تسوية الوضعيات في آجالها سيحافظ على حقوق الموظفين من دون ضياعها خاصة سواء حقوقهم “إداريا” و”ماليا”.	وزارة المالية تأمر مراقبيها بتسوية الوضعيات العالقة تسديد الرواتب المتأخرة لمستخدمي الوظيف العمومي قبل 20 جانفي	190	16
في أعقاب الهجمات الأخيرة على منشآت نفطية رئيسية في المملكة العربية السعودية، تحدث مسؤولون أمريكيون عن سحب كميات من النفط من المخزون الاحتياطي الضخم الذي تحتفظ به للولايات المتحدة للطوارئ. ومع ارتفاع أسعار النفط، كتب الرئيس دونالد ترامب تغريدة على حسابه في موقع التواصل الاجتماعي، تويتر، أشار فيها إلى أن بلاده قد تستخدم النفط من المخزون الاحتياطي لإبقاء مستوى إمداد الأسواق النفطية في حالة جيدة. ويبلغ حجم الاحتياطي النفطي الذي أشار إليه، أكثر من 640 مليون برميل مخزنة في كهوف ملحية تحت ولايتي تكساس ولويزيانا. وتعود فكرة الاحتفاظ بهذه «الاحتياطيات الاستراتيجية» في هذه الأماكن إلى سبعينيات القرن الماضي. ويتعين على جميع الدول الأعضاء في الوكالة الدولية للطاقة الاحتفاظ بكمية تعادل ما يكفي لتسعين يوما من الواردات النفطية، بيد أن الولايات المتحدة تحتفظ بأكبر مخزون للطوارئ في العالم. لم أنشئ الاحتياطي النفطي؟ طرح السياسيون الأمريكيون فكرة مخزون النفط لأول مرة في أوائل سبعينيات القرن الماضي، بعد أن تسبب الحظر النفطي الذي فرضته دول الشرق الأوسط في ارتفاع كبير في الأسعار في جميع أنحاء العالم. ورفض أعضاء منظمة الدول العربية المصدرة للنفط، وبضمنها إيران والعراق والكويت وقطر والسعودية، تصدير النفط إلى الولايات المتحدة لأنها دعمت إسرائيل في الحرب العربية -الإسرائيلية في أكتوبر عام 1973. استمرت الحرب ثلاثة أسابيع فقط، لكن الحظر النفطي، الذي استهدف أيضا بلدان أخرى، استمر حتى مارس 1974، ما تسبب في ارتفاع الأسعار إلى أربعة أضعافها في جميع أنحاء العالم، لتصل من نحو 3 دولارات إلى 12 دولارا للبرميل الواحد تقريبا. وأصبحت صور السيارات التي تقف في طوابير عند مضخات البنزين في الدول المتضررة صور دائمة الانتشار عند تذكر هذه الأزمة. وأقر الكونغرس الأمريكي قانون سياسة الطاقة وحفظها في عام 1975، وأنشأ الاحتياطي النفطي الاستراتيجي لمواجهة حالة حدوث مشكلة كبرى أخرى في الإمدادات النفطية. ما هو المخزون الاحتياطي؟ في الوقت الراهن، ثمة أربعة مواقع يتم تخزين النفط فيها: بالقرب من فريبورت وويني في ولاية تكساس، وقرب بحيرة تشارلز وباتون روج في ولاية لويزيانا. ويحتوي كل موقع من هذه المواقع على عدة كهوف ملحية من صنع الإنسان يصل عمقها إلى كيلو متر واحد تحت الأرض يجري تخزين النفط فيها. وتعد هذه الطريقة في حفظ النفط حتى الآن أرخص بكثير من عملية تخزين النفط في خزانات فوق الأرض، كما أنها أكثر أمانا، لأن التركيب الكيميائي للملح والضغط الجيولوجي يمنعان أي تسرب للنفط. ويعد موقع برايان موند بالقرب من فريبورت أكبر هذه المواقع لتخزين النفط، إذ تبلغ طاقة تخزينه ما يعادل 254 مليون برميل من النفط. ويقول موقع المخزون الاحتياطي الإلكتروني، إنه في 13 سبتمبر، كان هناك 644.8 مليون برميل من النفط في هذه الكهوف. ووفقا لإدارة معلومات الطاقة الأمريكية، استخدم الأمريكيون ما معدله 20.5 مليون برميل من النفط يوميا في عام 2018، ما يعني أن ثمة ما يكفي البلاد من النفط لمدة 31 يوما. كيف يعمل المخزون الاحتياطي؟ بموجب قانون عام 1975 الذي وقعه جيرالد فورد، يمكن للرئيس فقط السماح بسحب كميات من احتياطيات النفط إذا كان هناك «انقطاع شديد في إمدادات الطاقة». وتفرض ظروف الخزن أنه لا يمكن نقل سوى كمية صغيرة من النفط من هذه الكهوف يوميا، وهذا يعني أنه حتى لو كانت ثمة أوامر من السلطة الرئاسية لإطلاقه، فقد يستغرق الأمر ما يقرب من أسبوعين لسد حاجة الأسواق. وعلاوة على ذلك، فإن النفط غير مكرر بالكامل. وتجب معالجته وتكريره لاستخراج مشتقات الوقود الصالحة للاستخدام في السيارات والسفن والطائرات. وقال وزير الطاقة الأمريكي، ريك بيري، لمحطة (سي إن بي سي) إنه «من السابق لأوانه قليلا الحديث عن الاعتماد على استخدام الاحتياطي النفطي بعد هجمات السعودية». لدى الولايات المتحدة ملايين البراميل من النفط المخزن في كهوف ملحية تحت الأرض بالقرب من خليج المكسيك. هل استخدم الاحتياطي من قبل؟ استخدم الاحتياطي النفطي آخر مرة في عام 2011، عندما دفع تأثير الاضطرابات الناجمة عن انتفاضات الربيع العربي الدول الأعضاء في الوكالة الدولية للطاقة إلى ضخ ما مجموعه 60 مليون برميل من النفط للحد من النقص والاضطراب الذي هيمن على إمدادات الطاقة حينها. وسبق أن استخدمت الولايات المتحدة أعدادا كبيرة من براميل النفط في بضع مناسبات، إذ أذن الرئيس الأمريكي السابق، جورج دبليو بوش، باستخدام الاحتياطي خلال حرب الخليج عام 1991، كما سمح ابنه جورج بوش ببيع 11 مليون برميل في أعقاب إعصار كاترينا. بيد أنه ثمة من ظل يتساءل ما فائدة الاحتفاظ بمثل هذا الاحتياطي الضخم في الوقت الذي يزداد فيه إنتاج الطاقة في الولايات المتحدة؟ وأوصى البعض في واشنطن بالتخلص منه بالكامل. واقترح تقرير صادر عن مكتب المحاسبة الحكومية ذلك في عام 2014، قائلا إن هذا الاجراء يمكن أن يخفض الأسعار للمستهلكين الأمريكيين. وفي عام 2017، ناقشت إدارة ترامب بيع نصف المخزون للمساعدة في معالجة العجز في الميزانية الفيدرالية. وفي عهد الرئيس بيل كلينتون بيع 28 مليون برميل في عام 1997، ضمن خطوة تهدف إلى تقليل العجز في ميزانية الدولة.	لماذا تخبئ الولايات المتحدة احتياطي نفطها في كهوف تحت الأرض؟	739	10
شهدت أسعار الخضروات اليوم السبت 25-7-2020 استقرارا وفقا للأسعار الرسمية المعلنة بسوق العبور للجملة وحسبنا أكدت شعبة الخضروات بالغرفة التجارية بالقاهرة. وأكد حاتم النجيب نائب رئيس شعبة الخضروات والفاكهة بالغرفة التجارية بالقاهرة، أن جميع الأصناف متوفرة بالسوق قبل العيد وأن الأسعار شهدت انخفاضا خلال الفترات الماضية على معظم الأصناف نظرا لوفرتها وذلك باستثناء صنف أو صنفين بحد أقصى شهدا زيادة في الأسعار نظرا لانخفاض المعروض او زيادة الطلب عليهم. وأشار النجيب في تصريحات خاصة لليوم السابع، إلى أن أسعار البطاطس سجلت URL جنيه للكيلو، وأسعار الطماطم URL جنيه للكيلو، والباذنجان البلدى والرومي ليترواحا 1-2 جنيه للكيلو. وتابع النجيب أسعار الفاصوليا بين 18-21 جنيها، وسعر البامية 12 جنيها، أسعار الخيار البلدى بين 1.5 – 3 حنيهات، بينما سجل الخيار الصوب أسعارا تتراوح بين 1.5 – 3.5 جنيه للكيلو، وتراوح سعر الملوخية بين 2-3 جنيهات، كما يتراوح سعر الثوم بين 14-24 جنيها، وسعر الكوسة 1.5 - 2.5 جنيه. جدير بالذكر، أن الدكتور أحمد العطار رئيس الإدارة المركزية للحجر الزراعى بوزارة الزراعة، قال إنه منذ بداية موسم الصادرات الزراعية، ارتفعت جميع صادرات الخضر والفاكهة عن 3 ملايين و520 ألف طن، حتى 30 من الشهر الماضى، وجارى الشحن، متوقعا أن تزيد صادرات مصر الزراعية خلال عام 2020 عن 5.5 مليون طن، رغم ازمة كورونا، بشكل يزيد عن معدلات 2019. وأضاف ' العطار'، فى تصريحات ل 'اليوم السابع '، أن الشحنات التى تصدرها مصر إلى أى دولة تكون من خلال شهادة زراعية صادرة من الحجر الزراعى مدون عليها اسم الدولة 'بلد المنشأ '، وهى غير قابلة للتزوير، مكتوب بها بلد المنشأ ' جمهورية مصر العربية '، والدولة المستقبلة للمنتج، مشيرا إلى أن منتجات مصر الزراعية ذات جودة عالية ومشهود لها عالميا، أذ لم تتوقف مصر عن التصدير رغم أزمة كورونا.	أسعار الخضروات اليوم بسوق العبور.. البطاطس ب2.5 والطماطم 1.8 جنيه	275	10
